ID;Movimiento;Tipo;DMG;PP;Tiempo;Atributo;Habilidad;Acc;Efecto;Efecto RPG;CD;Base;Blanco;Prioridad;Distancia;Categoria;Nivel;Moves
M0532;Telepata;Normal;-;2 Rondas;1 Accion;Sabiduria;Empatia;0;El siguiente movimiento que utilice el Pokemon no fallara.;Aumenta +6 ACC al siguiente movimiento del usuario;;Otros;Usuario;0;-;-;03 Elite [E];Mind Reader
M0533;Teracluster;Normal;DB + 2d6;1 cada 3 Rondas;;Energia;Canalizar;+1;Golpea a todos los Pokemon rivales en combates dobles si el usuario es Terapagos en Forma Astral.;;;Especial;Elegido;0;Rango;-;Pro;Tera Starstorm
M0534;Teraexplosion;Normal;DB + 1d8;1 cada 2 Rondas;;Destreza;Canalizar;+1;Adopta el tipo del teratipo de un Pokemon Teracristal. Compara los valores de Ataque y Ataque Especial del usuario para causar daño con el mas alto de los dos.;;;Especial;Elegido;0;Rango;-;Ace;Tera Blast
M0535;Tragar;Normal;-;1 Ronda;1 Accion;Vitalidad;Medicina;0;El usuario recupera PS segun sus contadores de Reserva: 25% PS con uno, 50% PS con dos, 100% PS con tres. Resetea los contadores y con ello la mejora en defensas.;El usuario recupera 2 PS por cada punto Reserva acomulado, resetea los Puntos.;;Otros;Usuario;0;Propio;Curacion;02 Amateur [A];Swallow
M0536;Transformacion;Normal;-;1 cada 2 Rondas;;Sabiduria;Empatia;-;El usuario pasa a ser una copia casi identica del Pokemon objetivo, incluyendo stats (salvo PS), apariencia, movimientos (con 5 PP) y habilidades.;;;Otros;Usuario;0;-;-;Starter;Transform
M0537;Treparrocas;Normal;DB + 2d4;1 PP;2 Acciones;Destreza;Atletismo;-2;20% de confundir al rival.;"CD 16 de confundir al rival
/r [[1d20]]";CD 16;Fisico;Elegido;0;Contacto (5ft);-;02 Amateur [A];Rock Climb
M0538;Triataque;Normal;DB + 1d8;1 Ronda;2 Acciones;Destreza;Lanzar;1;20% de quemar, congelar o paralizar al rival.;"CD 16 de provocar un cambio de estado (1.Quemar; 2.Congelar; 3.Paralizar)
/r [[1d20]] + [[1d3]]";CD 16;Especial;Elegido;0;Lanzar (25 ft);"Quemadura; Paralisis; Congelacion";02 Amateur [A];Tri Attack
M0539;ultima Baza;Normal;DB + 3d4;1 cada 3 Rondas;;Destreza;Aguante;+1;Falla mientras el usuario no haya usado el resto de sus movimientos desde que salio a la batalla (ultimo intercambio), y exige que al menos conozca otro movimiento.;;;Fisico;Elegido;0;Contacto;-;Ace;Last Resort
M0540;Velo Sagrado;Normal;-;1/Ronda;;Energia;Canalizar;-;Previene cambios de estado permanentes, Puas Toxicas y confusion por 5 turnos al usuario y sus compañeros.;;;Otros;Equipo;0;-;-;Begginer;Safeguard
M0541;Veloc. Extrema;Normal;DB + 1d8;2 Rondas;Reaccion;Destreza;Acrobacias;1;Golpea primero.;Sin Efecto;;Fisico;Elegido;3;Contacto (5ft);-;02 Amateur [A];Extreme Speed
M0542;Venganza;Normal;-;1 cada 2 Rondas;Reaccion + 3 Acciones;Vitalidad;Aguante;-;Aguanta todos los golpes de su rival durante 2 turnos, para luego causarle un daño en PS equivalente al doble del recibido por el.;Recibe todo el daño, y al final de su siguiente turno realiza;;Fisico;Elegido;2;Contacto;-;00 Starter [S];Bide
M0543;Viento Cortante;Normal;DB + 1d8;1 Ronda;3 Acciones;Destreza;Canalizar;1;Debe cargarse el primer turno para golpear en el segundo. Alta probabilidad de Golpe Critico.;Reduce valor critico en 1;;Especial;Oponentes;-2;Area (10ft);"Carga; Preciso";03 Elite [E];Razor Wind
M0544;Vozarron;Normal;DB + 2d4;1 Ronda;2 Acciones;Carisma;Presentar;1;Ninguno.;-;;Especial;Oponentes;0;Area (10ft);Sonido;02 Amateur [A];Hyper Voice
M0545;Yo Primero;Normal;-;1/Ronda;;Destreza;Empatia;-;Siempre que el usuario sea el primero en moverse y que el rival haya elegido un ataque de daño directo, el usuario copia el ataque del rival y le golpea con su poder al 150%.;;;Otros;Elegido;1;Varia;-;Ace;Me First
M0546;Abatidoras;Planta;-;1 cada 2 Rondas;;Energia;Naturaleza;+1;Cambia la habilidad del rival a Insomnio hasta que sea intercambiado, salvo que fuera Ausente o Multitipo.;;;Otros;Elegido;0;-;-;Amateur;Worry Seed
M0547;Abrecaminos;Planta;DB + 1d6;1/Ronda;;Destreza;Combate;+1;Aumenta un nivel la Velocidad al usuario.;;;Fisico;Elegido;0;Contacto;-;Begginer;Trailblaze
M0548;Absorbefuerza;Planta;-;1 Ronda;2 Acciones;Sabiduria;Etiqueta;1;100% de reducir un nivel el Ataque al rival. El usuario recupera PS equivalente al Ataque del Pokemon objetivo antes de dicha reduccion.;"Reduce -1 FUE; El usuario se cura PS equivalente a la fuerza actualizada del Blanco";;Otros;Elegido;0;Lanzar (25 ft);Curacion;04 Master [M];Strength Sap
M0549;Absorber;Planta;DB + 1d4;1 Ronda;3 Acciones;Destreza;Empatia;1;El usuario recupera PS equivalente a la mitad del da¤o causado.;El usuario recupera PS equivalente a la mitad del Dmg causado.;;Especial;Elegido;0;Lanzar (25 ft);Drenaje;01 Beginner [B];Absorb
M0550;acido Malico;Planta;DB + 1d8;1 cada 2 Rondas;;Destreza;Canalizar;+1;Baja un nivel la Defensa Especial al rival.;;;Especial;Elegido;0;Rango;-;Begginer;Apple Acid
M0551;Aromaterapia;Planta;-;1 cada 3 Rondas;;Sabiduria;Naturaleza;-;Cura cualquier problema de estado de cualquier miembro de tu equipo.;;;Otros;Equipo;0;-;-;Amateur;Aromatherapy
M0552;Arraigo;Planta;-;1 PP;2 Acciones;Energia;Naturaleza;0;El usuario recupera un 6.25% de su PS maximo al final de cada turno, pero no puede ser intercambiado. Anula la inmunidad a Tierra de voladores y levitadores.;El usuario recupera 1 PS al final de cada ronda durante 5 rondas. Y queda Bloqueado en el lugar;;Otros;Usuario;0;Propio;"Curacion; Prision";02 Amateur [A];Ingrain
M0553;Asta Drenaje;Planta;DB + 1d8;1 Ronda;2 Acciones;Destreza;Empatia;1;El usuario recupera PS equivalente a la mitad del da¤o causado.;El usuario recupera PS equivalente a la mitad del Dmg causado.;;Fisico;Elegido;0;Contacto (5ft);Drenaje;03 Elite [E];Horn Leech
M0554;Barrera Espinosa;Planta;-;1 cada 2 Rondas;;Vitalidad;Aguante;-;Evita todo daño directo y efectos de movimientos del rival. Su precision se reduce con cada uso consecutivo. Provoca daño de un 12.5% del PS maximo del Pokemon que intente tocarlo.;;;Otros;Usuario;5;-;-;Amateur;Spiky Shield
M0555;Bateria Asalto;Planta;DB + 1d8;1 cada 2 Rondas;;Destreza;Artes;+1;Baja un nivel la Velocidad al rival.;;;Fisico;Elegido;0;Rango;-;Amateur;Drum Beating
M0556;Bomba Caramelo;Planta;DB + 1d6 + 1;1 cada 2 Rondas;;Destreza;Canalizar;-2;Carameliza al Pokemon objetivo, reduciendo un nivel su Velocidad progresivamente durante 3 turnos.;;;Especial;Elegido;0;Rango;Proyectil;Ace;Syrup Bomb
M0557;Bomba Germen;Planta;DB + 1d8;1 Ronda;2 Acciones;Destreza;Lanzar;1;Ninguno.;-;;Fisico;Elegido;0;Lanzar (25 ft);Proyectil;02 Amateur [A];Seed Bomb
M0558;Brazo Pincho;Planta;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Combatir;1;30% de hacer retroceder al rival.;"CD 14 de causar Retroceso
/r [[1d20]]";CD 14;Fisico;Elegido;0;Contacto (5ft);Retroceso;01 Beginner [B];Needle Arm
M0559;Campo de Hierba;Planta;-;1 cada 2 Rondas;;Energia;Naturaleza;-;Crea un campo de hierba durante 5 turnos. Los Pokemon en el suelo recuperan un 6.25% de su PS maximo al final de cada turno, y el poder de los ataques de tipo Planta aumenta un 50%.;;;Otros;Campo;0;-;-;Amateur;Grassy Terrain
M0560;Cañon Batidor;Planta;DB + 1d8;1 Ronda;2 Acciones;Energia;Empatia;-2;10% de quemar al rival. El usuario recupera PS equivalente a la mitad del da¤o causado.;"CD 18 de Quemar al rival. El usuario recupera PS equivalente a la mitad del Dmg causado.
/r [[1d20]]";CD 18;Especial;Area;0;Cono (15 ft);"¤; Drenaje; Quemadura";03 Elite [E];Matcha Gotcha
M0561;Cepo;Planta;DB + 1d4 + 1;1 Ronda;2 Acciones;Destreza;Sigilo;1;El Pokemon rival permanece atrapado de 4 a 5 turnos, recibiendo un da¤o del 12.5% del PS cada turno.; Bloquea al Blanco. Inflige 1 de Dmg al final de la Ronda;;Fisico;Elegido;0;Contacto (5ft);Prision;02 Amateur [A];Snap Trap
M0562;Ciclon de Hojas;Planta;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Canalizar;-1;50% de reducir un nivel la Precision al rival.;"CD 10 de Reducir -1 ACC
/r [[1d20]]";CD 10;Especial;Elegido;0;Cono (15 ft);-;01 Beginner [B];Leaf Tornado
M0563;Clorofilaser;Planta;DB + 3d4;1 cada 3 Rondas;;Destreza;Lanzar;;El usuario recibe un daño equivalente al 50% de su PS maximo.;;;Especial;Elegido;0;Rango;Letal;Ace;Chloroblast
M0564;Condena Silvana;Planta;-;1/Ronda;;Energia;Naturaleza;+1;El Pokemon objetivo adquiere el tipo Planta, conservando sus anteriores tipos.;;;Otros;Elegido;0;-;-;Amateur;Forest?s Curse
M0565;Cuchilla Solar;Planta;DB + 2d6;1 cada 2 Rondas;;Fuerza;Combate;+1;Precisa un turno de carga, salvo en Dia Soleado. En Llovizna, Granizo y Tormenta de Arena su poder base es la mitad.;;;Fisico;Elegido;0;Contacto;Corte;Ace;Solar Blade
M0566;Cura Selvatica;Planta;-;2 Rondas;2 Acciones;Sabiduria;Medicina;0;El usuario y sus aliados recuperan el 25% de su PS maximo y curan sus problemas de estado.;El usuario y sus aliados recuperan 3 PS y sanan sus problemas de Estado.;;Otros;Equipo;0;Area (10ft);Curacion;05 Legend [L];Jungle Healing
M0567;Danza Petalo;Planta;DB + 2d6;1 cada 2 Rondas;;Energia;Artes;+1;El usuario golpea con este ataque durante 2 o 3 turnos sin poder ser intercambiado, tras lo cual pasa a estar confundido.;;;Especial;Aleatorio;0;Contacto;-;Ace;Petal Dance
M0568;Drenadoras;Planta;-;1 Ronda;2 Acciones;Energia;Naturaleza;-1;Hace perder al rival un 12.5% de su PS cada turno, y lo transfiere a nuestro Pokemon. Inefectivo contra Pokemon de tipo Planta.;El usuario roba 1 PS del blanco infectado al final de cada ronda. Dura 4 Rondas.;;Otros;Elegido;0;Lanzar (25 ft);Drenaje;02 Amateur [A];Leech Seed
M0569;Energibola;Planta;DB + 2d4;1 Ronda;2 Acciones;Destreza;Lanzar;1;10% de reducir un nivel la Defensa Especial al rival.;"CD 18 de Reducir -1 SAB
/r [[1d20]]";CD 18;Especial;Elegido;0;Lanzar (25 ft);Proyectil;02 Amateur [A];Energy Ball
M0570;Espora;Planta;-;1 Ronda;2 Acciones;Energia;Naturaleza;1;Provoca Sue¤o.;Duerme al blanco;;Otros;Elegido;0;-;Polvo;03 Elite [E];Spore
M0571;Esporagodon;Planta;-;2/Ronda;;Sabiduria;Lanzar;+1;Baja dos niveles la Velocidad al rival.;;;Otros;Elegido;0;-;Polvo;Begginer;Cotton Spore
M0572;Extracto Picante;Planta;-;1 cada 2 Rondas;;Energia;Naturaleza;-;Aumenta dos niveles el Ataque y baja dos niveles la Defensa al rival.;;;Otros;Elegido;0;-;-;Amateur;Spicy Extract
M0573;Fitoimpulso;Planta;DB + 1d6;1/Ronda;;Destreza;Acrobacia;+1;Golpea primero si hay un campo de hierba.;;;Fisico;Elegido;2;Contacto;-;Amateur;Grassy Glide
M0574;Follaje;Planta;DB + 1d4 + 1;1 PP;2 Acciones;Destreza;Lanzar;1;Ninguno.;-;;Fisico;Elegido;0;Cono (15 ft);-;00 Starter [S];Leafage
M0575;Fuerza G;Planta;DB + 1d8;1 cada 2 Rondas;;Destreza;Lanzar;+1;Baja un nivel la Defensa al rival.;;;Fisico;Elegido;0;Rango;-;Amateur;Grav Apple
M0576;Fulgor Semilla;Planta;DB + 2d6;2 Rondas;2 Acciones;Energia;Canalizar;-2;40% de reducir dos niveles la Defensa Especial al rival.;"CD 12 de Reducir -2 SAB
/r [[1d20]]";CD 12;Especial;Area;0;Cono (15 ft);-;05 Legend [L];Seed Flare
M0577;Garrote Liana;Planta;DB + 1d6 + 2;1 Ronda;2 Acciones;Destreza;Combatir;1;Alta probabilidad de Golpe Critico. El tipo del movimiento varia segun la mascara equipada si el usuario es Ogerpon.;Reduce valor critico en 1. Varia de Tipo segun la mascara equipada;;Fisico;Elegido;0;Lanzar (25 ft);Preciso;02 Amateur [A];Ivy Cudgel
M0578;Gigadrenado;Planta;DB + 1d8;1 Ronda;2 Acciones;Energia;Empatia;1;El usuario recupera PS equivalente a la mitad del da¤o causado.;El usuario recupera PS equivalente a la mitad del Dmg causado.;;Especial;Elegido;0;Lanzar (25 ft);Drenaje;03 Elite [E];Giga Drain
M0579;Hierba Lazo;Planta;Xd4;1 Ronda;2 Acciones;Destreza;Combatir;1;Este movimiento tiene un poder base variable entre 20 y 120, en funcion del peso del Pokemon rival.;El Dmg de este movimiento aumenta 1d4 por cada punto de VIT adicional del Blanco contra la VIT del Usuario  (Max 5d4);;Especial;Elegido;0;Contacto (5ft);Creciente;02 Amateur [A];Grass Knot
M0580;Hoja Afilada;Planta;DB + 1d6;1 PP;2 Acciones;Destreza;Lanzar;0;Alta probabilidad de Golpe Critico.;Reduce valor critico en 1;;Fisico;Oponentes;0;Cono (15 ft);"Corte; Preciso";01 Beginner [B];Razor Leaf
M0581;Hoja Aguda;Planta;DB + 2d4;1 Ronda;2 Acciones;Destreza;Combatir;1;Alta probabilidad de Golpe Critico.;Reduce valor critico en 1;;Fisico;Elegido;0;Contacto (5ft);"Corte; Preciso";03 Elite [E];Leaf Blade
M0582;Hoja Magica;Planta;DB + 1d6 + 1;1 PP;2 Acciones;Destreza;Canalizar;5;Siempre golpea.;-;;Especial;Elegido;0;Lanzar (25 ft);-;01 Beginner [B];Magical Leaf
M0583;Latigazo;Planta;DB + 2d6;1 Ronda;2 Acciones;Destreza;Combatir;-1;Ninguno.;-;;Fisico;Elegido;0;Contacto (5ft);-;04 Master [M];Power Whip
M0584;Latigo Cepa;Planta;DB + 1d4 + 1;1 PP;2-3 Acciones;Destreza;Combatir;1;Ninguno.;-;;Fisico;Elegido;0;Corta (10ft);Prision;02 Amateur [A];Vine Whip
M0585;Lluevehojas;Planta;DB + 2d6;1 cada 3 Rondas;;Energia;Canalizar;-1;100% de reducir dos niveles el Ataque Especial al usuario.;;;Especial;Elegido;0;Rango;-;Ace;Leaf Storm
M0586;Mazazo;Planta;DB + 2d6;1 Ronda;2 Acciones;Fuerza;Combatir;1;Provoca un da¤o de retroceso al usuario equivalente al 33% del da¤o provocado al rival.; El Usuario pierde HP equivalente al DB;;Fisico;Elegido;0;Contacto (5ft);Recoil;04 Master [M];Wood Hammer
M0587;Megaagotar;Planta;DB + 1d4 + 1;1 Ronda;2 Acciones;Destreza;Empatia;1;El usuario recupera PS equivalente a la mitad del da¤o causado.;El usuario recupera PS equivalente a la mitad del Dmg causado.;;Especial;Elegido;0;Lanzar (25 ft);Drenaje;02 Amateur [A];Mega Drain
M0588;Paralizador;Planta;-;1 PP;2 Acciones;Energia;Naturaleza;-3;Provoca Paralisis.;Paraliza a los objetivos;;Otros;Elegido;0;Area (10ft);"Polvo; Paralisis";02 Amateur [A];Stun Spore
M0589;Patada Tropical;Planta;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;1;100% de reducir un nivel el Ataque al rival.;Reduce la FUE del rival;;Fisico;Elegido;0;Contacto (5ft);-;01 Beginner [B];Trop Kick
M0590;Planta Feroz;Planta;DB + 3d4;1 cada 3 Rondas;;Energia;Canalizar;-1;Impide al usuario usar un movimiento o ser intercambiado en el siguiente turno.;;;Especial;Elegido;0;Area;-;Ace;Frenzy Plant
M0591;Punzada Rama;Planta;DB + 1d4 + 1;1 PP;2 Acciones;Destreza;Combatir;1;Ninguno.;-;;Fisico;Elegido;0;Contacto (5ft);-;00 Starter [S];Branch Poke
M0592;Rayo Solar;Planta;DB + 2d6;1 cada 2 Rondas;;Energia;Canalizar;+1;Precisa un turno de carga, salvo en Dia Soleado. En Llovizna, Granizo y Tormenta de Arena su poder base es la mitad.;;;Especial;Elegido;0;Rango;-;Ace;Solar Beam
M0593;Rizo Algodon;Planta;-;1 cada 2 Rondas;;Sabiduria;Aguante;-;Aumenta tres niveles la Defensa del usuario.;;;Otros;Usuario;0;-;-;Amateur;Cotton Guard
M0594;Semilladora;Planta;DB + 1d4;1 Ronda;1 Accion;Destreza;Lanzar;-2;Golpea de 2 a 5 veces seguidas.;Puede usarse consecutivamente;;Fisico;Elegido;0;Lanzar (25 ft);"Proyectil; Recurrente";02 Amateur [A];Bullet Seed
M0595;Silbato;Planta;-;1 cada 2 Rondas;;Carisma;Artes;-4;Provoca Sueño.;;;Otros;Elegido;0;-;Sonido;Begginer;Grass Whistle
M0596;Sintesis;Planta;-;2 Rondas;2 Acciones;Energia;Medicina;0;El usuario recupera 66.6% PS en Dia Soleado, 50% PS si no hay clima, y 25% en Llovizna, Granizo o Tormenta de Arena.;El usuario recupera PS equivalente a su Car. Adicional, si el clima es Soleado cura 2 puntos adicionales, y -2 en otro clima;;Otros;Usuario;0;Propio;"Curacion; Clima";03 Elite [E];Synthesis
M0597;Somnifero;Planta;-;1 cada 2 Rondas;;Energia;Naturaleza;-3;Provoca Sueño.;;;Otros;Elegido;0;-;Polvo;Begginer;Sleep Powder
M0598;Tormenta Floral;Planta;DB + 2d4;1 Ronda;2 Acciones;Destreza;Canalizar;1;Ninguno.;-;;Fisico;Area;0;Cono (15 ft);-;02 Amateur [A];Petal Blizzard
M0599;Truco Floral;Planta;DB + 1d8;2 Rondas;2 Acciones;Carisma;Presentar;5;Siempre golpea. Siempre provoca un Golpe Critico salvo que una habilidad o efecto lo impida.;Reduce valor critico en 1;;Fisico;Elegido;0;Lanzar (25 ft);Preciso;03 Elite [E];Flower Trick
M0600;Voto Planta;Planta;DB + 1d8;1 cada 2 Rondas;;Destreza;Empatia;+1;Se combina con Voto Agua y con Voto Fuego.;;;Especial;Elegido;0;Rango;-;Ace;Grass Pledge
M0601;Agilidad;Psiquico;-;1 PP;3 Acciones;Destreza;Atletismo;0;Aumenta dos niveles la Velocidad al usuario.;Aumenta +2 DES;;Otros;Usuario;0;-;-;02 Amateur [A];Agility
M0602;Ala Aural;Psiquico;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;1;Alta probabilidad de Golpe Critico. Aumenta un nivel la Velocidad al usuario.;Aumenta +1 DES. Reduce valor critico en 1;;Especial;Elegido;0;Contacto (5ft);Preciso;05 Legend [L];Esper Wing
M0603;Amnesia;Psiquico;-;1 PP;2 Acciones;Sabiduria;Estudio;0;Aumenta dos niveles la Defensa Especial al usuario.;Aumenta +2 SAB;;Otros;Usuario;0;Propio;-;02 Amateur [A];Amnesia
M0604;Anticura;Psiquico;-;1 cada 2 Rondas;;Energia;Persuacion;+1;El rival no puede recuperar PS en 5 turnos, salvo mediante Divide Dolor u objetos.;;;Otros;Area;0;-;-;Amateur;Heal Block
M0605;Arrumaco;Psiquico;DB + 1d6 + 1;1 PP;2 Acciones;Sabiduria;Empatia;1;30% de hacer retroceder al rival.;"CD 14 de causar Retroceso
/r [[1d20]]";CD 14;Fisico;Elegido;0;Contacto (5ft);Retroceso;01 Beginner [B];Heart Stamp
M0606;Asalto Barrera;Psiquico;DB + 1d8;1 cada 2 Rondas;;Destreza;Aguante;-1;Aumenta un nivel la Defensa al usuario.;;;Fisico;Elegido;0;Contacto;-;Begginer;Psyshield Bash
M0607;Balsamo Osado;Psiquico;-;1 cada 2 Rondas;;Energia;Empatia;-;Aumenta un nivel el Ataque Especial y la Defensa Especial al usuario y cura sus problemas de estado.;;;Otros;Usuario;0;-;-;Pro;Take Heart
M0608;Barrera;Psiquico;-;1/Ronda;;Energia;Aguante;-;Aumenta dos niveles la Defensa al usuario.;;;Otros;Usuario;0;-;-;Amateur;Barrier
M0609;Bola Neblina;Psiquico;DB + 2d4;2 Rondas;2 Acciones;Energia;Lanzar;1;50% de reducir un nivel el Ataque Especial al rival.;"CD 10 de Reducir -1 ENE
/r [[1d20]]";CD 10;Especial;Elegido;0;Larga (40 ft);Proyectil;05 Legend [L];Mist Ball
M0610;Cabezazo Zen;Psiquico;DB + 1d8;1 Ronda;2 Acciones;Destreza;Canalizar;-1;20% de hacer retroceder al rival.;"CD 16 de causar Retroceso
/r [[1d20]]";CD 16;Fisico;Elegido;0;Contacto (5ft);Retroceso;02 Amateur [A];Zen Headbutt
M0611;Cambiaalmas;Psiquico;-;1 cada 2 Rondas;;Sabiduria;Empatia;-;El usuario intercambia los modificadores de todos los stats con el rival.;;;Otros;Elegido;0;-;-;Pro;Heart Swap
M0612;Cambiadefensa;Psiquico;-;1 cada 2 Rondas;;Energia;Empatia;-;El usuario intercambia los modificadores de Defensa y Defensa Especial con el rival.;;;Otros;Elegido;0;-;-;Amateur;Guard Swap
M0613;Cambiafuerza;Psiquico;-;1 cada 2 Rondas;;Energia;Empatia;-;El usuario intercambia los modificadores de Ataque y Ataque Especial con el rival.;;;Otros;Elegido;0;-;-;Amateur;Power Swap
M0614;Cambiavelocidad;Psiquico;-;1 cada 2 Rondas;;Energia;Empatia;-;El usuario intercambia su estadistica de Velocidad con el rival.;;;Otros;Elegido;0;-;-;Amateur;Speed Swap
M0615;Cambio de Banda;Psiquico;-;1 cada 2 Rondas;;Energia;Empatia;-;El usuario intercambia su posicion con la de un Pokemon aliado.;;;Otros;Aliado;3;-;-;Begginer;Ally Switch
M0616;Campo Psiquico;Psiquico;-;1 cada 2 Rondas;;Energia;Canalizar;-;Crea un campo psiquico durante 5 turnos. Los Pokemon en el suelo no pueden ser afectados por movimientos con prioridad.;;;Otros;Campo;0;-;-;Amateur;Psychic Terrain
M0617;Capa Magica;Psiquico;-;1 Ronda;Reaccion;Energia;Canalizar;0;Refleja al Pokemon rival los efectos de movimientos que no causan da¤o (modificador, estado alterado, confusion, atraccion, trampa, drenadoras, abatidoras, bilis).;"Refleja los efectos de movimientos Base ""Otros"" que fuera a afectar al usuario.";;Otros;Elegido;5;Propio;-;02 Amateur [A];Magic Coat
M0618;Comesueños;Psiquico;DB + 1d6 + 2;1 cada 2 Rondas;;Energia;Empatia;+1;Restaura PS equivalente a la mitad del daño hecho al rival. Surte efectos solo si el objetivo esta dormido.;;;Especial;Elegido;0;Rango;¤;Ace;Dream Eater
M0619;Confusion;Psiquico;DB + 1d6;1 PP;2 Acciones;Destreza;Canalizar;1;10% de confundir al rival.;"CD 18 de confundir al rival.
/r [[1d20]]";CD 18;Especial;Elegido;0;Lanzar (25 ft);-;01 Beginner [B];Confusion
M0620;Conjuro Funesto;Psiquico;DB + 1d8;1 cada 3 Rondas;;Carisma;Canalizar;+1;El ultimo movimiento utilizado por el rival vera reducidos sus PP en 3.;;;Especial;Elegido;0;Rango;Sonido;Begginer;Eerie Spell
M0621;Danza Lunar;Psiquico;-;1 Ronda;2 Acciones;Carisma;Presentar;0;El usuario cae debilitado. El Pokemon que salga a la batalla en su lugar ve recuperados sus PS, PP y estado alterado.;Reanima al Blanco curando PS igual a la CAR del usuario y sanando sus problemas de estado. Entonces, el Usuario cae Agotado y con 1 PS.;;Otros;Aliado;0;Propio;"Danza; Curacion";05 Legend [L];Lunar Dance
M0622;Descanso;Psiquico;-;2 Rondas;3 Acciones;Vitalidad;Medicina;0;Duerme al usuario por 2 turnos y recupera todo su PS.;Duerme al usuario hasta el final de la siguiente ronda y recupera todos su PS.;;Otros;Usuario;0;Propio;Curacion;03 Elite [E];Rest
M0623;Deseo Cura;Psiquico;-;1 Ronda;2 Acciones;Carisma;Medicina;0;El usuario cae debilitado, y el siguiente Pokemon recupera todo su PS y se ve curado de cambios de estado.;Reanima al Blanco curando PS igual a la CAR del usuario y sanando sus problemas de estado. Entonces, el Usuario cae Agotado y con 1 PS.;;Otros;Aliado;0;Propio;Curacion;05 Legend [L];Healing Wish
